,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NumberOfUse,BuildingAge,SiteEnergyUse(log(kBtu))
414,573,NonResidential,Office,Lake union,1990,1.0,5,144573,66620,77953,Office,78521.0,Parking,66650.0,Without,0.0,62.0,205.3000031,5135040.0,0.0,5135039.0,0.0,Compliant,Not outlier,35.8,0.25,2,26,15.451598190993131
415,574,NonResidential,Retail Store,North,1950,1.0,2,302812,0,302812,Retail Store,302812.0,Without,0.0,Without,0.0,97.0,63.90000153,7290824.5,0.0,5590290.0,1700534.0,Compliant,Not outlier,129.29,0.43,1,66,15.802127197726676
416,575,NonResidential,Office,Northwest,1974,1.0,5,86400,0,86400,Office,78200.0,Without,0.0,Without,0.0,53.0,231.1999969,9080022.0,0.0,4089680.0,4990341.0,Compliant,Not outlier,293.55,3.4,1,42,16.02158717348203
417,576,NonResidential,Other,North,1969,1.0,2,98539,0,98539,Retail Store,98539.0,Without,0.0,Without,0.0,,169.8000031,5450441.5,0.0,5266334.0,184107.0,Compliant,Not outlier,46.49,0.47,1,47,15.511207172532673
419,578,NonResidential,Distribution Center,Delridge,1976,1.0,1,51600,0,51600,Distribution Center,34400.0,Office,17200.0,Without,0.0,75.0,55.90000153,1124543.125,0.0,815508.0,309035.0,Compliant,Not outlier,22.1,0.43,2,40,13.932887400024097
420,579,NonResidential,Warehouse,Delridge,1968,1.0,1,140520,0,140520,Warehouse,140520.0,Without,0.0,Without,0.0,61.0,36.09999847,2225512.0,0.0,1310524.0,914988.0,Compliant,Not outlier,57.73,0.41,1,48,14.61549755947024
421,580,NonResidential,Office,Magnolia / queen anne,1986,1.0,5,154029,62380,91649,Office,91645.0,Parking,66288.0,Without,0.0,95.0,145.6999969,4636396.5,0.0,4060681.0,575715.0,Compliant,Not outlier,58.88,0.38,2,30,15.349448006100403
422,581,NonResidential,Other,Northwest,2005,1.0,3,161789,91935,69854,Parking,91935.0,Hospital/Residential Care Facility,69854.0,Without,0.0,,312.5,6963616.5,0.0,6947606.0,16010.0,Compliant,Not outlier,49.28,0.3,2,11,15.756209509427963
423,582,NonResidential,Medical Office,Northwest,2005,1.0,3,63909,0,63909,Hospital/Residential Care Facility,60670.0,Retail Store,3239.0,Without,0.0,,234.1999969,4765753.5,0.0,4765753.0,0.0,Compliant,Not outlier,33.22,0.52,2,11,15.37696621478292
425,584,NonResidential,Warehouse,Greater duwamish,1980,1.0,1,50417,0,50417,Warehouse,50417.0,Without,0.0,Without,0.0,14.0,73.90000153,1847401.0,0.0,855017.0,992384.0,Compliant,Not outlier,58.67,1.16,1,36,14.429290344441789
427,585,NonResidential,Medical Office,Northwest,1961,1.0,3,133298,0,133298,Hospital/Residential Care Facility,133298.0,Without,0.0,Without,0.0,21.0,305.1000061,15640994.0,0.0,11600182.0,4040810.0,Compliant,Not outlier,295.48,2.22,1,55,16.565405846049117
428,586,NonResidential,Retail Store,North,1965,1.0,2,168619,0,168619,Retail Store,173106.0,Without,0.0,Without,0.0,78.0,105.0,6455828.5,0.0,5456882.0,998946.0,Compliant,Not outlier,91.1,0.54,1,51,15.680493924142898
430,589,NonResidential,Office,Lake union,2000,1.0,4,175885,71385,104500,Office,103970.0,Parking,71390.0,Without,0.0,91.0,195.8999939,6486377.5,0.0,6486377.0,0.0,Compliant,Not outlier,45.22,0.26,2,16,15.685214766437552
431,590,NonResidential,Warehouse,Greater duwamish,1969,1.0,2,104786,0,104786,Warehouse,104786.0,Without,0.0,Without,0.0,93.0,23.60000038,1028376.875,0.0,666718.0,361659.0,Compliant,Not outlier,23.86,0.23,1,47,13.84349226773443
432,592,NonResidential,Other,Greater duwamish,2000,1.0,1,53040,41600,11440,Other,51427.0,Without,0.0,Without,0.0,,75.0,1770027.5,0.0,955967.0,814060.0,Compliant,Not outlier,49.9,0.94,1,16,14.386505641152482
433,594,NonResidential,Other,Greater duwamish,1973,1.0,1,110689,0,110689,Other,110689.0,Without,0.0,Without,0.0,,28.89999962,2339814.25,0.0,356328.0,1983486.0,Compliant,Not outlier,107.83,0.97,1,43,14.665582103841217
434,595,NonResidential,Office,Greater duwamish,1948,1.0,1,53620,0,53620,Office,53620.0,Without,0.0,Without,0.0,86.0,114.0,2058955.25,0.0,1890584.0,168371.0,Compliant,Not outlier,22.12,0.41,1,68,14.537709251922358
435,596,NonResidential,Office,Greater duwamish,1938,1.0,1,50008,0,50008,Office,50008.0,Without,0.0,Without,0.0,62.0,162.1000061,3202213.0,0.0,2270837.0,931375.0,Compliant,Not outlier,65.3,1.31,1,78,14.979352691250801
437,598,NonResidential,Warehouse,Greater duwamish,1957,1.0,1,50832,0,50832,Warehouse,43920.0,Office,6912.0,Without,0.0,63.0,77.90000153,2551022.25,0.0,613991.0,1937032.0,Compliant,Not outlier,107.16,2.11,2,59,14.752004719155687
438,599,NonResidential,Warehouse,Greater duwamish,1971,1.0,1,76354,0,76354,Warehouse,76486.0,Without,0.0,Without,0.0,70.0,116.4000015,2843033.5,0.0,2832924.0,10109.0,Compliant,Not outlier,20.29,0.27,1,45,14.860382173891185
439,600,NonResidential,Warehouse,Greater duwamish,1956,1.0,1,98480,0,98480,Warehouse,98480.0,Without,0.0,Without,0.0,65.0,81.19999695,2831565.5,0.0,2403347.0,428218.0,Compliant,Not outlier,39.5,0.4,1,60,14.856340296883664
441,602,NonResidential,Mixed Use Property,Lake union,2008,1.0,3,175918,51218,124700,Office,66737.0,Parking,58218.0,Laboratory,30230.0,,503.6000061,22530168.0,0.0,12047762.0,10482405.0,Compliant,Not outlier,640.71,3.64,3,8,16.930365769104995
442,603,NonResidential,Other,Lake union,1920,1.0,3,169785,63782,106003,Other,106003.0,Parking,63782.0,Without,0.0,,451.0,19155416.0,0.0,13249663.0,5905752.0,Compliant,Not outlier,406.02,2.39,2,96,16.76809605344828
445,606,NonResidential,Warehouse,Greater duwamish,1974,1.0,1,93020,0,93020,Warehouse,93020.0,Without,0.0,Without,0.0,60.0,42.29999924,1252323.875,0.0,1252324.0,0.0,Compliant,Not outlier,8.73,0.09,1,42,14.040511483290937
446,19746,NonResidential,Other,Downtown,1946,1.0,1,23000,0,23000,Other,20310.0,Office,2689.600098,Without,0.0,,56.09999847,711118.375,0.0,260639.0,450480.0,Compliant,Not outlier,25.74,1.12,2,70,13.474594185785259
449,609,NonResidential,Office,Downtown,1904,1.0,5,78920,0,78920,Office,78564.0,Without,0.0,Without,0.0,88.0,113.0999985,2830674.75,0.0,2830674.0,0.0,Compliant,Not outlier,19.73,0.25,1,112,14.856025668761925
450,610,NonResidential,Office,Downtown,1906,1.0,7,99440,0,99440,Office,65088.0,Retail Store,23857.0,Without,0.0,64.0,188.1000061,6606832.5,0.0,4685851.0,1920981.0,Compliant,Not outlier,134.69,1.35,2,110,15.703614898791157
451,611,NonResidential,Office,Downtown,1907,1.0,6,73260,0,73260,Office,63871.0,Without,0.0,Without,0.0,82.0,140.3000031,2853189.5,0.0,2853189.0,0.0,Compliant,Not outlier,19.89,0.27,1,109,14.86394804930074
452,612,NonResidential,Office,Downtown,1900,1.0,4,69817,0,69817,Office,34647.0,Retail Store,26039.0,Without,0.0,87.0,82.5,2178074.5,771085.1875,1245123.0,161866.0,Compliant,Not outlier,76.8,1.1,2,116,14.593951787583338
453,613,NonResidential,Office,Downtown,1900,1.0,4,84750,0,84750,Office,41609.0,Retail Store,28734.0,Without,0.0,,86.09999847,2094724.625,0.0,1846842.0,247883.0,Compliant,Not outlier,26.04,0.31,2,116,14.554932658784786
454,614,NonResidential,Office,Downtown,1900,1.0,6,75496,13320,62176,Office,45799.0,Retail Store,9739.0,Restaurant/Bar,4689.0,,186.1000061,3570161.75,0.0,3570162.0,0.0,Compliant,Not outlier,24.89,0.33,3,116,15.088121460852689
455,615,NonResidential,Office,Downtown,1900,1.0,4,164380,0,164380,Office,123607.0,Retail Store,20795.0,Without,0.0,79.0,145.8000031,7655751.0,399538.3125,6196714.0,1059498.0,Compliant,Not outlier,130.31,0.79,2,116,15.850967688075055
456,616,NonResidential,Office,Downtown,1907,1.0,7,160580,0,160580,Office,160580.0,Without,0.0,Without,0.0,98.0,67.90000153,4336187.5,347207.9063,3014081.0,974898.0,Compliant,Not outlier,99.59,0.62,1,109,15.28250606378661
457,618,NonResidential,Office,Downtown,1909,1.0,6,73470,0,73470,Office,47145.0,Warehouse,9477.0,Retail Store,9477.0,83.0,152.6000061,3212269.0,0.0,3212269.0,0.0,Error - Correct Default Data,Not outlier,22.39,0.3,3,107,14.982488098985423
458,619,Nonresidential COS,Other,Downtown,1906,1.0,3,67755,0,67755,Other,33647.0,Office,19705.0,Entertainment,11988.0,,91.30000305,1904480.0,0.0,1904480.0,0.0,Compliant,Not outlier,13.28,0.2,4,110,14.459719563401707
459,620,NonResidential,Mixed Use Property,Greater duwamish,1910,1.0,3,56700,0,56700,Office,26250.0,Distribution Center,18050.0,Warehouse,12400.0,37.0,119.3000031,2371575.0,0.0,2045416.0,326159.0,Compliant,Not outlier,31.58,0.56,3,106,14.679064849353143
460,621,NonResidential,Warehouse,Greater duwamish,1922,1.0,1,82852,0,82852,Warehouse,58472.0,Retail Store,23282.0,Without,0.0,83.0,54.70000076,2153603.5,0.0,1058065.0,1095539.0,Compliant,Not outlier,65.56,0.79,2,94,14.582653043616961
461,622,NonResidential,Other,Greater duwamish,1953,1.0,2,76442,0,76442,Other,50500.0,Distribution Center,18000.0,Office,7604.0,,101.6999969,3978277.0,0.0,1705403.0,2272874.0,Compliant,Not outlier,132.6,1.73,3,63,15.196359368953189
464,625,NonResidential,Office,Greater duwamish,1900,1.0,4,129000,25800,103200,Office,104869.0,Without,0.0,Without,0.0,80.0,131.0,4374646.0,0.0,4374645.0,0.0,Compliant,Not outlier,30.5,0.24,1,116,15.2913361602144
465,626,NonResidential,Warehouse,Greater duwamish,1954,1.0,1,78814,0,78814,Warehouse,78814.0,Without,0.0,Without,0.0,69.0,28.29999924,861972.875,0.0,635127.0,226846.0,Compliant,Not outlier,16.48,0.21,1,62,13.666979081633317
466,627,NonResidential,Office,Greater duwamish,1904,1.0,4,58970,0,58970,Office,39870.0,Warehouse,11600.0,Multifamily Housing,7000.0,,73.09999847,1776411.75,0.0,1152375.0,624037.0,Compliant,Not outlier,41.18,0.7,4,112,14.390106016879447
467,628,NonResidential,Distribution Center,Greater duwamish,1910,1.0,6,75600,10800,64800,Distribution Center,51040.0,Office,10500.0,Parking,6000.0,15.0,137.1999969,2688675.75,0.0,2688675.0,0.0,Compliant,Not outlier,18.74,0.25,3,106,14.804559344120012
468,629,NonResidential,Distribution Center,Greater duwamish,1907,1.0,4,56270,0,56270,Distribution Center,39884.0,Warehouse,9270.0,Office,4116.0,,59.0,1056782.125,0.0,1056782.0,0.0,Compliant,Not outlier,7.37,0.13,4,109,13.870739117777712
469,630,NonResidential,Office,Downtown,1904,1.0,4,66842,0,66842,Office,43122.0,Retail Store,10514.0,Without,0.0,31.0,244.5,5608600.5,0.0,3457540.0,2151060.0,Compliant,Not outlier,138.35,2.07,2,112,15.539811781136608
470,632,NonResidential,Office,Downtown,1909,1.0,6,75288,10800,64488,Office,65508.0,Parking,10918.0,Without,0.0,81.0,138.6000061,2891605.0,0.0,2891229.0,376.0,Compliant,Not outlier,20.18,0.27,2,107,14.877322269253277
471,633,NonResidential,Office,Downtown,1904,1.0,7,184322,0,184322,Office,183916.0,Data Center,406.0,Without,0.0,81.0,165.6000061,9722890.0,0.0,9722889.0,0.0,Compliant,Not outlier,67.78,0.37,2,112,16.089993457347152
472,634,NonResidential,Office,Downtown,2009,1.0,7,287853,0,287853,Office,273812.0,Retail Store,12102.0,Without,0.0,43.0,280.2000122,25567108.0,0.0,25482582.0,84524.0,Compliant,Not outlier,182.14,0.63,2,7,17.05681723958036
473,635,NonResidential,Office,Greater duwamish,1914,1.0,2,64512,0,64512,Office,63000.0,Without,0.0,Without,0.0,53.0,197.3999939,5968153.5,0.0,2952139.0,3016015.0,Compliant,Not outlier,180.76,2.8,1,102,15.601948141044351
474,637,NonResidential,Mixed Use Property,Greater duwamish,2009,1.0,6,286000,111774,174226,Parking,111774.0,Office,108747.0,Other,49271.0,,1150.300049,63835192.0,0.0,63822136.0,13053.0,Compliant,Not outlier,445.62,1.56,5,7,17.97181519498643
475,638,NonResidential,Warehouse,Greater duwamish,1926,1.0,7,144050,0,144050,Warehouse,144050.0,Without,0.0,Without,0.0,26.0,63.29999924,3929371.0,0.0,2389825.0,1539546.0,Compliant,Not outlier,98.43,0.68,1,90,15.183989920145349
476,639,NonResidential,Office,Greater duwamish,1930,1.0,3,60592,0,60592,Office,60384.0,Without,0.0,Without,0.0,16.0,253.5,5049446.5,0.0,4788414.0,261032.0,Compliant,Not outlier,47.25,0.78,1,86,15.434789191284194
478,641,NonResidential,Retail Store,Greater duwamish,1993,1.0,1,107930,0,107930,Retail Store,107704.0,Without,0.0,Without,0.0,57.0,189.5,7221482.5,0.0,6136093.0,1085388.0,Compliant,Not outlier,100.42,0.93,1,23,15.792570822201167
479,642,NonResidential,Warehouse,Greater duwamish,1926,1.0,1,99084,0,99084,Warehouse,99084.0,Without,0.0,Without,0.0,83.0,33.90000153,1618110.375,0.0,795088.0,823022.0,Compliant,Not outlier,49.25,0.5,1,90,14.296769591208392
480,647,NonResidential,Distribution Center,Delridge,1953,1.0,1,72719,0,72719,Distribution Center,72719.0,Without,0.0,Without,0.0,28.0,96.09999847,2581741.75,0.0,2045435.0,536307.0,Compliant,Not outlier,42.74,0.59,1,63,14.763974826021622
481,649,NonResidential,Office,East,1930,1.0,4,76624,0,76624,Office,76624.0,Without,0.0,Without,0.0,91.0,105.3000031,2773647.5,0.0,2468547.0,305100.0,Compliant,Not outlier,33.41,0.44,1,86,14.835673798963445
482,650,NonResidential,Office,Northeast,2001,1.0,6,91706,36583,55123,Office,53281.0,Parking,34701.0,Other,3724.0,2.0,472.1000061,8570571.0,0.0,8570570.0,0.0,Compliant,Not outlier,59.75,0.65,3,15,15.963844916125726
483,651,NonResidential,Medical Office,Lake union,2008,1.0,5,129093,39902,89191,Hospital/Residential Care Facility,89131.0,Parking,37652.0,Other,5615.0,6.0,473.6000061,19248732.0,0.0,11800324.0,7448407.0,Compliant,Not outlier,477.85,3.7,3,8,16.772955746398665
484,652,NonResidential,Office,Delridge,1991,1.0,5,138106,16221,121885,Office,119083.0,Parking,16221.0,Without,0.0,41.0,221.0,8381834.5,0.0,8381833.0,0.0,Compliant,Not outlier,58.43,0.42,2,25,15.94157736258122
485,654,NonResidential,Retail Store,Greater duwamish,1973,1.0,1,56572,0,56572,Retail Store,56576.0,Without,0.0,Without,0.0,66.0,93.30000305,2409429.0,0.0,1315085.0,1094344.0,Compliant,Not outlier,67.29,1.19,1,43,14.694900347934038
487,656,NonResidential,Medical Office,East,2004,1.0,13,225982,0,225982,Hospital/Residential Care Facility,200184.0,Without,0.0,Without,0.0,53.0,246.8999939,20560622.0,7815663.0,12744957.0,0.0,Compliant,Not outlier,692.12,3.06,1,12,16.838888251011916
489,658,NonResidential,Office,Downtown,2000,1.0,11,312512,0,312512,Office,303312.0,Data Center,4738.0,Restaurant/Bar,4462.0,,257.7999878,25747022.0,0.0,25619164.0,127855.0,Compliant,Not outlier,185.39,0.59,3,16,17.06382952790055
491,660,NonResidential,Office,Downtown,1926,1.0,6,97720,0,97720,Office,51881.0,Data Center,11999.0,Retail Store,9713.0,,105.6999969,2478025.25,0.0,2478025.0,0.0,Compliant,Not outlier,17.28,0.18,3,90,14.722972530788399
492,661,NonResidential,Medical Office,East,1985,1.0,10,422503,206580,215923,Hospital/Residential Care Facility,197408.0,Without,0.0,Without,0.0,46.0,264.7000122,17254810.0,994154.3125,16260654.0,0.0,Compliant,Not outlier,190.1,0.45,1,31,16.663601503152545
495,674,NonResidential,Medical Office,East,2008,1.0,9,302902,101342,201560,Hospital/Residential Care Facility,201365.0,Parking,86270.0,Without,0.0,58.0,223.8000031,14751117.0,0.0,14155468.0,595647.0,Compliant,Not outlier,130.32,0.43,2,8,16.50682936669638
496,677,NonResidential,Medical Office,East,1973,1.0,19,319911,156407,163504,Hospital/Residential Care Facility,170727.0,Parking,69171.0,Without,0.0,50.0,236.3000031,15067340.0,3593940.25,11473398.0,0.0,Compliant,Not outlier,357.39,1.12,2,43,16.528040045401255
497,678,NonResidential,Office,Downtown,1900,1.0,6,205521,0,205521,Office,114919.0,Retail Store,28643.0,Without,0.0,94.0,124.6999969,8138616.5,2068666.75,4325997.0,1743952.0,Compliant,Not outlier,282.46,1.37,2,116,15.912130760388388
498,679,NonResidential,Office,Downtown,1900,1.0,6,56700,0,56700,Office,46000.0,Retail Store,10500.0,Without,0.0,55.0,170.3999939,3065954.5,0.0,3065954.0,0.0,Compliant,Not outlier,21.37,0.38,2,116,14.935869498121132
499,680,NonResidential,Office,Greater duwamish,1925,1.0,4,72000,0,72000,Office,72000.0,Without,0.0,Without,0.0,89.0,116.1999969,2729167.75,0.0,2632591.0,96576.0,Compliant,Not outlier,23.48,0.33,1,91,14.81950726720402
500,681,NonResidential,Office,Magnolia / queen anne,2000,1.0,4,191146,94892,96254,Office,103000.0,Parking,80000.0,Without,0.0,93.0,155.5,5101504.5,0.0,5101504.0,0.0,Compliant,Not outlier,35.56,0.19,2,16,15.445046054190609
501,682,NonResidential,Other,Delridge,2001,1.0,3,68763,11527,57236,Entertainment,50000.0,Parking,11527.0,Sport center,0.0,,343.1000061,9029489.0,0.0,3670762.0,5358726.0,Compliant,Not outlier,310.19,4.51,3,15,16.016006334644654
506,689,NonResidential,Other,Magnolia / queen anne,1994,3.0,2,81336,0,81336,Sport center,81385.0,Without,0.0,Without,0.0,,405.2999878,13085297.0,0.0,9206777.0,3878519.0,Compliant,Not outlier,270.17,3.32,1,22,16.386999791434302
509,692,NonResidential,Other,Downtown,1983,1.0,6,275982,197130,78852,Parking,197040.0,Office,78852.0,Without,0.0,,208.3999939,5233553.5,0.0,5233553.0,0.0,Compliant,Not outlier,36.49,0.13,2,33,15.4706010508292
510,693,NonResidential,Office,Magnolia / queen anne,1982,1.0,5,98668,0,98668,Office,98668.0,Without,0.0,Without,0.0,91.0,139.6999969,4391348.0,0.0,4391348.0,0.0,Compliant,Not outlier,30.61,0.31,1,34,15.295146799421035
511,694,NonResidential,Office,Greater duwamish,2007,1.0,1,158931,28381,130550,Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,12.0,199.3000031,8751704.0,0.0,7938248.0,813455.0,Compliant,Not outlier,98.54,0.62,4,9,15.98475898223101
512,696,NonResidential,Office,Magnolia / queen anne,1978,1.0,1,105100,0,105100,Office,105100.0,Without,0.0,Without,0.0,1.0,571.7000122,22078064.0,0.0,17657706.0,4420357.0,Compliant,Not outlier,357.86,3.4,1,38,16.91009509436953
514,701,NonResidential,Retail Store,Magnolia / queen anne,1978,1.0,1,50660,0,50660,Retail Store,50660.0,Without,0.0,Without,0.0,51.0,127.3000031,2661488.0,0.0,1747974.0,913514.0,Compliant,Not outlier,60.7,1.2,1,38,14.794395922849109
515,702,NonResidential,Office,Magnolia / queen anne,1937,1.0,2,61929,0,61929,Office,39879.0,Without,0.0,Without,0.0,59.0,127.5999985,2203026.5,0.0,1328054.0,874972.0,Compliant,Not outlier,55.73,0.9,1,79,14.605342654763426
516,703,NonResidential,Office,Magnolia / queen anne,2000,1.0,4,165111,55000,110111,Office,104667.0,Parking,55000.0,Data Center,5444.0,1.0,726.5999756,25478086.0,0.0,25478083.0,0.0,Compliant,Not outlier,177.62,1.08,3,16,17.053329268107355
517,704,NonResidential,Office,Magnolia / queen anne,2000,1.0,4,129551,42500,87051,Office,82273.0,Parking,42500.0,Data Center,4778.0,1.0,978.9000244,27137190.0,0.0,27137187.0,0.0,Non-Compliant,High outlier,189.18,1.46,3,16,17.116415669796208
518,19755,NonResidential,Office,Downtown,1925,1.0,3,20565,0,20565,Office,20565.0,Without,0.0,Without,0.0,65.0,122.5,802312.5,0.0,802312.0,0.0,Compliant,Not outlier,5.59,0.27,1,91,13.595253461827282
519,705,NonResidential,Office,Magnolia / queen anne,2000,1.0,5,159937,55971,103966,Office,106449.0,Parking,50258.0,Without,0.0,63.0,231.8000031,7857972.5,0.0,7857972.0,0.0,Compliant,Not outlier,54.78,0.34,2,16,15.877039179476196
520,706,NonResidential,Office,Magnolia / queen anne,2008,1.0,5,183964,46763,137201,Office,133451.0,Parking,46763.0,Data Center,3750.0,56.0,340.0,14856199.0,0.0,14856198.0,0.0,Compliant,Not outlier,103.57,0.56,3,8,16.513927777186137
521,707,NonResidential,Office,Magnolia / queen anne,1986,1.0,5,208210,78848,129362,Office,109978.0,Parking,78848.0,Without,0.0,95.0,125.1999969,5514308.5,0.0,3817281.0,1697027.0,Compliant,Not outlier,116.74,0.56,2,30,15.522856817495562
522,708,NonResidential,Office,Downtown,1986,1.0,7,277486,80283,197203,Office,178625.0,Parking,87624.0,Other,14653.0,63.0,206.8000031,12729858.0,0.0,12729856.0,0.0,Compliant,Not outlier,88.74,0.32,3,30,16.359460815718823
523,709,NonResidential,Office,Downtown,1993,1.0,3,187130,0,187130,Office,171783.0,Warehouse,9581.0,Entertainment,4413.0,77.0,165.1000061,10053489.0,0.0,10053488.0,0.0,Compliant,Not outlier,70.09,0.37,6,23,16.123430296400922
524,710,NonResidential,Office,Downtown,2000,1.0,5,251044,117867,133177,Office,126218.0,Data Center,12717.0,Without,0.0,99.0,388.3999939,17186624.0,0.0,17186623.0,0.0,Compliant,Not outlier,119.81,0.48,2,16,16.65964196481946
525,711,NonResidential,Warehouse,Downtown,1912,1.0,5,154330,0,154330,Warehouse,95330.0,Without,0.0,Without,0.0,81.0,41.59999847,1262235.25,0.0,1262235.0,0.0,Compliant,Not outlier,8.8,0.06,1,104,14.048394715170613
526,712,NonResidential,Office,Downtown,1918,1.0,6,108245,14690,93555,Office,64055.0,Education,14621.0,Parking,12359.0,,138.6999969,4515180.5,266262.0,4248918.0,0.0,Compliant,Not outlier,50.17,0.46,6,98,15.322955721885736
527,713,NonResidential,Office,Downtown,1905,1.0,6,167860,0,167860,Office,110370.0,Retail Store,19801.0,Data Center,634.0,70.0,163.1999969,6797647.0,0.0,6797646.0,0.0,Compliant,Not outlier,47.39,0.28,3,111,15.73208708085258
528,715,NonResidential,Office,Downtown,1910,1.0,6,112560,0,112560,Office,80400.0,Retail Store,16080.0,Without,0.0,86.0,131.3000031,4946798.5,0.0,3574020.0,1372778.0,Compliant,Not outlier,97.82,0.87,2,106,15.414251157623665
529,716,NonResidential,Retail Store,Downtown,1910,1.0,6,86204,0,86204,Other,67670.0,Retail Store,13534.0,Without,0.0,89.0,596.7999878,3241917.0,0.0,2235899.0,1006018.0,Compliant,Not outlier,69.02,0.8,1,106,14.991675379469468
